target_deathrate,incidencerate,medincome,pcths25_over,pctbachdeg25_over,pctpubliccoverage,pctpubliccoveragealone,povertypercent
129.3,366.9,42366,25.3,17.1,24.7,9.7,14.1
134.2,417.9,59293,29.1,15.9,23.5,11.9,12.3
173.3,436.9,59089,32,20.5,39.5,22.8,9.5
176.1,488,44674,30.7,21.5,50.6,28,14.4
184.3,476.2,45029,36.1,16,46.3,29,13.9
159,463.7,61908,20.6,29.6,29.2,15.6,11
171.3,492.7,35570,43.3,10.7,51.6,29.2,19.6
187.8,450.4,59184,37.6,15.4,39.1,23.2,9.1
206.1,548.5,60081,29.7,20.4,41.2,22.9,9.1
173.7,461.6,49142,28.6,24.3,40.3,23.8,12.6
175.5,479.7,53025,34.9,18.1,42.6,23.3,12.8
172,438.8,42089,38.7,14.4,52.2,32.5,16.2
178.8,476,44888,34.2,18.1,44.4,24.2,13.5
165.8,467.3,58673,29.2,23.2,37.3,20.4,11
183.7,463.3,49616,30.7,20.2,45.7,26.7,12.9
160.4,461.9,51513,31.7,19.8,43.9,22.4,12.1
216.2,479.4,38390,39.9,11,36.7,18.4,19.4
143.8,372.9,67083,18.2,25.4,22.4,8.9,9.1
189.5,401.8,45454,36.9,9.9,41.2,18.9,15.8
216.5,522.5,51738,34.1,11.4,32.8,15.2,12.9
183.9,427.4,43998,35.7,12.2,34.5,18,13.7
178.9,432.6,44397,36.1,10.1,35.3,18.7,15.1
136.5,369.7,107143,8.3,34.5,14,4.2,8.5
167.1,408.9,57808,40.1,14.7,30.9,13.1,9.8
173,419.3,43852,38.9,12.6,31.5,9.8,11.5
220.5,472.2,42624,39.5,10.6,34.3,16.5,14.1
148.7,401.6,63646,35,17.7,28.2,11,7.8
165.3,463.4,37344,35.7,7.5,40.7,22.5,21.9
175.8,325.8,32083,34.4,6.7,50.3,33,23.2
191.8,390.1,38731,43.5,7.6,35.9,20.2,22.8
160.1,384.7,46663,36.1,12.3,33,15.5,14.5
201.8,503.8,56099,36.7,12.9,30.2,16.4,11
172.5,390.6,38474,34.5,10.5,38.8,19.4,17
214.2,492.6,49768,39.3,7.2,36.3,18.4,13.1
182.2,434.4,36339,37.6,9.2,39.2,22.7,20.7
165,497,72972,24.1,22.9,22.4,10,8.3
197.4,417.9,70281,28,18.1,25.8,9.9,8.2
169.4,389.7,46551,48.4,11.8,40.4,19.8,12.4
187.1,421.6,62394,34.1,14.9,25.8,13.2,11
179.2,436.4,41409,36.5,10,40.2,21.5,19
218.9,356.4,32103,35.6,6.5,46.7,27.3,21.3
185.4,414.5,52288,39.7,9.7,31.2,15.2,12.1
183.4,433.5,48277,38.5,9,35.3,17.2,14.5
126.9,381.8,110507,13,30.9,17.1,6.6,6.7
162.9,369.4,89106,28.5,20.5,21.3,9.3,7.4
138,372.4,43355,35.6,12.1,33.6,16.4,14.1
176.5,435.3,64258,28.4,19,26.3,10.6,7.9
162,422.8,47419,32,13.1,35,17.2,16.3
185.3,456.6,65485,30.5,18.4,24.2,11.3,7.7
189.4,403.8,45979,40,9.5,33.1,13.3,13.5
200.4,491.8,58900,33.9,14.1,26.8,9.7,9.7
153.4,486.9,86610,26.9,24.3,27.4,11.1,7.5
196,355.3,31893,41.1,7.1,46.3,26.7,19.9
156.5,404,61762,34.9,15.7,26.1,13.8,9.6
174.7,492.2,36459,42.3,4.6,37.8,20.2,25.1
178.3,412.7,39079,36.5,10.1,41,21.8,18
163.7,496.6,81940,27.6,23.6,22.1,8.6,6.1
169.1,444.7,62446,22.8,25.2,24.4,12,11
147.7,409.3,44490,24.8,9.7,37.6,25.7,24.9
190.6,460.1,36333,28.3,10.8,50.6,28.4,24.3
169.9,365.7,49995,28.8,8.1,38.6,20.3,19.4
148.4,405.5,55686,20.7,19.8,32.9,23,18.7
147.5,420.3,43171,25.1,9.4,46.9,33.1,22.3
135.2,475,94549,11.8,31.4,28.9,12.5,8.8
147.6,396.8,47781,28.5,13.8,41.3,18.6,16.2
167.5,452.2,42840,26.5,15.7,49.2,31.5,18.8
162.9,415.9,43818,24.8,8.7,44.4,32.3,24.8
160.8,408.6,39172,26.1,13.2,50.3,28.4,20.2
102.1,320.8,59181,16.8,23.1,29.7,17.3,11.3
192.7,477.5,34971,34.5,7.5,46.6,26.5,25.4
195.6,391.8,34445,38,10,39,21.8,21.2
140.8,413.6,57428,20.8,14.2,35.1,23.1,17
170.2,488.9,71063,19.3,21.6,30.4,14.4,9
144.9,423.9,57118,20.2,21.6,39.1,17.3,11.4
143.8,418.6,76061,17.7,24.4,27.9,18.3,12.9
153.4,460.5,75689,19.4,24.5,27.6,11.3,8.3
167.2,420.3,47964,23.9,13.3,44.5,20.7,14
154.6,414.5,56877,25.8,13.4,35,24.2,17.1
168.9,452,55803,22.3,19.1,35.2,21.6,18.1
150.4,433,68166,24.4,13.4,31.2,20.5,14.1
168,423.1,51951,26.2,12.3,35.7,26.1,20.4
187.9,426.3,39922,34.7,9.1,35.3,19,17.2
157.1,434.9,66034,19,22.1,28.4,16.8,14.7
145.1,428.9,83788,12.7,32.6,27.8,15,12.1
168.9,432.1,51527,26.4,12.5,37.7,25.8,20.7
149.4,443.7,61775,19.7,20.8,30.3,13.9,14.5
140,447,100806,16.5,27.1,25.8,13.2,7.5
142.3,433,62116,17.7,19.2,31.9,19.2,17.4
135,420,97219,15.2,26.1,24.8,14.2,8.5
145.4,450.4,64257,15.5,23.2,29.9,17.8,16.1
192,478.8,43661,25.8,12.8,44.8,25.5,14.7
158,312.8,47293,34.5,14.8,49,25.5,13.8
189.1,459.6,41940,32.2,10.8,36.7,18,22.4
192.6,430.4,38641,24.9,15.5,50.9,28.7,21.1
176.7,472.3,67106,23.8,17.6,32.4,18.1,12.3
163.1,463.4,66949,19.9,21.4,32.1,16.7,11.3
164.9,433.4,50917,28.3,11,39.8,27.7,18.1
155.1,395.8,51827,24.8,12.1,41.4,26.9,15.2
174,473.2,40782,30.5,9.6,47.8,28,18.2
189.4,455.5,34961,31,15,49.5,30.2,19.9
155.2,391.5,42360,25.2,9.5,46.3,35,28.1
159.9,490.8,49476,29.7,13.7,46.2,21.3,14.3
146.1,432.7,74967,19,20,29.1,17.1,11.5
217.4,503.7,26602,34.6,8.2,50.4,32.8,35.2
158.9,428.2,54509,19.7,19.7,27.6,16.2,19.5
182.8,444.6,41403,25,9.9,44.9,29.8,21.6
162.4,420.8,59316,28.8,15.2,29.8,20.1,12.9
165.7,416.8,38140,25.9,14.3,44.4,28.6,22.5
140.1,429.5,65359,20.4,26,26,15.3,11.2
105.2,389.4,44508,26,23.5,42.8,23.6,14.7
188.6,369.7,36294,31.6,14.3,51.4,30.5,20
176.2,322.4,35424,44.5,4.8,54,33.2,32.3
124.1,409.9,71546,12.7,31.8,21.8,11.8,13.3
158.4,417.3,85885,14.7,32.8,19.9,9.5,4
170.6,399.4,36241,35.2,6.3,37.6,20.6,24
140.8,392.2,48840,26.7,21.3,40.7,20.2,12.4
124.5,373.7,52273,33.6,17.3,26.3,16.8,13.4
139.4,416.9,69115,22,25.9,26.8,11.8,8.5
138.1,326.6,33998,32.8,14.5,47.3,30.1,22.9
116,307.3,27882,27.4,8.3,57.5,31.2,28.5
110.7,389.1,32570,39.1,7.8,52.9,37.2,40.5
160.8,439.8,48368,18.7,21.9,52,24.2,14.9
163.5,396.2,45283,37.5,12.7,43.9,23.6,15.6
163.7,439.2,54872,17.7,27.3,31.1,21.1,15.9
122.2,234,44235,37.8,16.9,44.8,24,15.4
193.8,482.4,54298,35.4,13.4,31.3,14.4,14.4
128.4,424,107250,12.9,37.8,13.8,5.6,3.7
80.8,347.1,76661,17.9,34.8,15.7,8.6,7.8
148.3,410.8,83603,27,22,22.9,10.8,5.9
148.5,451,59286,21,21.9,29.1,15.6,12.2
166.2,454.3,41385,39.2,9.4,47.6,27.1,19.1
126.4,379.6,62529,26.1,19.6,23.3,14,10.2
129.8,400.2,64752,24.4,20.1,22.6,11,7.9
123.2,310.5,59379,25.5,26.9,23.6,14.5,10.4
102.6,283.5,48940,17,40.4,22.2,13.4,14.9
151.5,454.7,32750,27,14.9,49,22,22
141.7,436.7,70687,21.3,26.4,24.2,12.2,8.3
200.9,373.8,42310,34.3,13.3,35.1,18.9,13.5
161,389.8,46394,38.5,9.5,35.4,22.5,14.9
152.5,357.5,46765,35.5,20,28.2,20.1,16
129.3,415.5,60658,19.4,27.3,25,12.7,10.7
134.1,395.3,57659,19,27.6,25.5,13.3,12.8
162.2,372,39625,28.3,10.5,43,24.7,17.4
147.4,372.9,41248,42.2,11.6,43.4,25.9,18.3
150.7,400.5,45439,31.3,9.8,37,22.3,17.7
153.9,414.8,50106,29.1,17.7,36.5,20.2,15.4
201,472.9,39904,31.9,10.1,38.7,19.9,19
164.1,403.9,56193,40.3,11.1,31,17.2,11.2
147.9,435.9,44163,29,15.4,40.9,25.4,16.3
151.4,382.1,46336,31.6,15.3,42.8,24,15.5
162,408,47631,32.1,8.9,36.6,21.9,13.4
150.9,400,33043,28.9,10.7,50.6,32.3,26
106.1,307.1,57242,19.4,30.8,35,13.9,9.6
137.9,402.1,58487,25.5,20.4,28.1,15.2,9.4
136,414.3,47006,29.1,14.8,38,18.8,11.5
59.7,318.5,73274,11.5,42.2,19.1,9.6,7
173.9,496.2,57732,30.2,16.6,39.1,21.9,12.4
160,497.3,61259,23.1,25.1,34.8,19.9,9
161.5,507.1,70074,26.2,22.3,37.2,21.4,10.7
153.9,413.9,53953,27.1,18.8,40.1,19,12
180,442.9,49072,30.8,15.6,46.4,29.2,17.7
164.4,415.4,57737,24.2,21.6,29.5,15.3,15
159.6,473.1,84026,21.1,26.2,27.2,13.9,8.9
146.9,572.8,82596,25.4,26.2,32.5,17.1,7.1
160.9,494.7,90039,21,28,26.9,12.1,6.5
176,517.7,74576,29,22.1,33.4,17.4,8.5
178.6,488.6,54280,23.6,23.2,37.9,26.3,21.5
171.5,470.3,65217,28.9,21.3,34.3,19.4,11.5
177,408.2,36377,39.9,9,55.6,18.7,17.5
154.2,419.3,45308,43.2,13.1,43.5,18.6,15.5
166.7,387.2,54232,38.3,14.5,32.5,17.4,11.4
179.3,537.3,38121,33.4,10.1,43.2,18.2,16.8
167.7,422.1,45743,33.7,15.8,45.7,21.8,13
202.3,467.3,36460,42.8,7.3,47.9,22.2,19.9
182.5,395.4,41624,44.1,8.8,43.2,17.3,15.8
155.7,312.7,57235,36.6,12.4,35.4,16.5,10.2
182.3,448.2,46061,35.6,12.5,39.7,18.7,16.8
179,472.8,48846,34.2,13.6,42.1,16.9,11.8
179,479.8,44145,30.6,15.5,38.4,20.7,17.7
170.7,376.6,46371,40.8,9,36.7,19.2,15.2
187.7,428.1,45916,35.7,13.6,39.2,20.6,15.4
181.6,335,48030,36.2,11.5,38,20.1,14.8
167.7,483.4,47991,31.8,16.9,37.9,16.7,12.6
184.5,451.3,41930,39.4,11.8,48.2,23.3,16.1
169.7,441.8,51175,42.3,11.4,38,18.1,11.3
157,424.1,58419,36.3,15.5,31.4,15.3,8.9
195.8,451.5,39408,35.8,14.1,46.7,21.4,15.6
173,441.2,47985,42.2,9.1,39.2,20.6,14
164,446.1,56365,36.5,15.6,30.3,14.3,10.6
174,434.3,45158,42.2,9,42.7,21.4,13.1
188.1,470.4,53945,32.8,16.3,32,18.6,15.4
126.7,422,56160,44.2,11.9,31.6,13.9,8.9
160,457.2,49790,27.7,19.5,28.6,13.7,12.6
166,423.2,52260,41.5,12.2,31,14.9,11.7
165.9,448.8,40968,42.4,10.3,43.4,23.3,15.9
184.4,498.7,48881,40.5,10.9,36.1,15.5,10.9
165.9,440.1,48430,39.9,14.2,34,16.3,10.8
153.9,478.1,54400,37.1,16.1,30.5,14.8,9.9
182.8,466.3,43701,42.6,9.9,41.6,19.9,13.4
217.8,471.9,43661,43.8,9,42.5,19.1,13
228.8,478.4,36774,43.8,10,45.2,33,29.1
189.9,494.3,42946,28.1,19,38.5,25.9,22
179.8,459.2,52978,39.4,12.4,34.7,17,14.4
184.3,483.9,52776,43.7,10.4,32.8,17.3,10.5
185.3,514.4,49040,34.3,15.5,41.2,17.5,12.6
153.4,464.9,59377,34.2,19.7,25.5,13.5,10
161.9,484.1,77364,22.5,30.3,24.4,9.5,5
163.1,387.6,53828,43,12.2,34.7,15.7,12.1
149.8,278.5,68471,32.6,19.1,23.5,12,10.8
168.1,321.4,52411,39,13.3,36.1,18.8,11.2
155.1,414.5,52075,33.7,19.6,28.2,12.9,15.4
170.1,451.2,42659,41.6,12.2,44.8,21.8,13
166.8,491.6,54782,30.7,15.7,32.8,17.9,13.1
168.7,420.9,44026,41,10.7,38.6,18.9,13.5
186.8,455,51237,36.8,13.4,35.4,19,14.9
195.2,484.9,39999,43.2,10.1,46.4,25.3,16.9
163.8,315.2,75920,27.7,22.8,23,10.6,4.9
176.8,420.9,50243,36.6,15.3,34.4,17.2,11.9
208.5,483.8,40701,34.5,14.6,48.4,27.4,17
168,457.1,47841,45.3,10.5,35.5,19.1,11.2
166.9,481.7,55335,36.7,16.1,30.2,14.3,9.1
131.8,412.7,48683,46.3,9.3,35.7,17.8,11.7
161.1,452,50266,38.8,13.2,30.7,14.9,12.2
168,415.9,46943,38.1,13.5,33.2,16.5,18
177,572.8,41211,31.4,16.7,50.4,22.5,14.8
185.6,492.4,52852,31.8,17.3,30.9,15.5,13.7
209.5,472.2,42079,38.8,14.1,45.3,22.4,13.4
153,467.5,69346,30,20.9,25.2,11,5.9
155.3,474.7,76584,24.3,27.5,23.7,9.8,5.8
189.4,472.2,52850,43.7,12.6,33.4,16.7,10.4
181.1,432.3,46835,42.3,9.8,41.8,19.3,13.9
172.9,483.9,52711,34,18.8,29.3,15.1,12.1
156.6,452.9,51003,39.2,12.9,37.5,18.7,11.3
128.4,397.6,42838,17,27.7,19,9.1,24
159.8,416.6,50437,31.3,14.5,32.3,14.6,10.7
215.9,436.5,79358,34.4,14.7,16.1,8.8,7.1
151.5,426.1,58225,35.6,13.6,27.1,13,12.3
196.6,434.9,63166,38,12.4,28.8,12.8,9.3
152.2,280.9,59701,34.7,12.8,29.5,12.6,8.4
169,409.3,48624,31.7,14.6,34,18.3,14
159.5,392.1,45721,29.9,14.1,37.8,16.1,14.3
163,484.2,44427,30.8,13.1,40.7,16.5,10.9
147.8,412.7,51434,36.1,16.5,30.5,12.2,9.7
156.1,438.5,57192,26.3,17.8,27.8,12.2,10.8
143.3,365.9,63575,31.5,15.7,24.9,10.6,9
168.2,451,57427,27.5,14.5,26.8,13.4,10.4
180.6,436.8,45251,28.1,17.5,34.7,13.3,14.7
152,411.3,55354,28.5,17.5,30.5,13.1,10.8
141.5,416.9,49713,30.8,14.7,37,16.4,13
168.7,458.1,54716,27.2,19.3,29.3,12.7,9.9
126.9,352,77222,35.2,17,18.2,8.6,6.8
141.1,403.5,72604,35.4,13.8,21.9,11.3,9.8
136.9,402.7,75348,17.9,37.8,14.4,5.5,7.7
132.8,359.3,56800,36.2,13.9,24.4,13,10
182.3,448,50802,29.3,15,32.2,13.9,12.6
182.6,397.1,55520,32.2,12.9,29.4,12.4,13.2
157,467.5,36544,37.3,10.5,36.6,21.3,20.5
210.5,415.7,44811,40.7,7.6,35.7,22.5,17
171.2,355.4,39615,36.7,5.6,39.2,23.3,23.6
225.1,541.3,33650,30.2,9.9,44,23.9,24.8
179.8,443.1,46288,29.2,13.3,36.7,19.4,19.8
206.7,497.4,41010,28.8,13.2,35.9,20.2,18.8
175.5,502.3,38454,24.9,16.1,37.2,23.8,23.6
239.7,554.1,22640,36.9,8.5,52.6,38.7,44
220.9,560.9,25562,27.8,7.8,53.4,39.8,40.3
257.8,448.4,37096,34.9,4.4,57.1,32.7,39.5
193.2,487.2,38366,31.8,8.8,39,22,17.2
193.7,486.8,48018,31.4,12.1,32,18.2,15.6
194.1,468.1,35019,36.4,9,46.8,28.8,22.7
199.1,491.8,26408,36.4,6.6,52.2,33.4,38.5
216.1,464.5,28271,39.1,9.7,47.3,28.4,29.8
178.6,446.7,37367,28.2,10.4,43.6,27.6,24.4
171,432,33015,31.1,7.9,47.2,27,28.2
168.3,441.6,40797,20.9,21.7,25.1,13.6,25.9
163.5,444.2,51389,23.9,23.5,28.5,16.9,14.2
161.9,438.8,38869,30.9,12.1,37.9,23.2,21.7
211.9,527.4,38471,35.4,8.5,39.2,22.2,22.3
236,475.7,32239,35.1,8.4,41.2,25.4,27.1
249.7,517.1,43374,27.5,14.1,36.2,21.8,19.4
234.6,511.5,26439,33.8,11.5,49,35.6,40.1
212.5,478.1,36118,35.7,9.3,37,22.4,21.6
185,445.6,39937,29,14.2,38.5,21.7,23.6
292.5,460.5,66671,16,26.7,26.6,13.5,13.1
205.5,462.7,33428,36.5,8.7,45,27.1,30.4
213.6,438.7,37554,37.7,9.6,40.3,26,21.5
174.3,501,36810,33.8,9.9,39.3,22.9,20.1
194.5,473.8,31963,32.1,10.6,48.1,28.3,24.7
181.3,419.5,37686,32.7,9,37.2,22.6,20.7
185.3,457.9,35185,30.1,10.6,38.4,21.6,22.3
204.2,423.5,28730,30.5,7.3,49.2,30.5,31.3
147.8,425.4,34429,19.3,21.7,26.3,14.3,29.9
224.4,478.6,34526,36.7,10.7,42.9,27.7,25.9
208.6,495.5,38465,31.4,9.6,37.6,21.3,19.3
202.6,492.4,32459,41.3,6.1,41.6,24.1,22.6
215.8,506.1,30078,34.5,10.1,46.2,28,30.5
180.8,468.2,40198,34.7,9.5,35.1,21,17.7
203.2,428.8,34794,33.9,6.9,45.3,27.1,22.3
254.5,432.5,26204,29.1,9.5,52.6,37.1,36.2
157.3,483.7,58368,26.9,18.7,26.8,13,11.1
211,535.9,32049,34.4,7.7,40.5,24.9,26.9
215.1,543.8,27877,30.6,16,47.7,32.7,37.4
183.7,461.8,34338,38.9,8.6,44.3,27.6,25.9
200.5,376.2,38975,42.2,8.2,41.7,24.5,20.8
214.2,506.8,41136,34.4,10.4,37.4,23,19.5
230.1,463.6,29227,28.3,9.5,45.9,32.2,34.8
235,447.4,28456,32.1,5.2,46.4,27.6,37.4
215.5,474.6,40975,29.6,11.3,36.3,20.6,18.5
175.7,415.1,37026,32,7.4,40,22.7,19.1
184,445.6,35550,38.3,7.2,40.8,22.7,17.7
236.9,523.3,30689,30.6,12.3,43.9,29.6,27.9
149.4,461.3,37667,33.3,8.1,40.6,22.7,15.9
202.5,402.1,31607,41,6.6,42.3,24.7,26.4
192.1,469.1,40397,30.1,13.9,36.7,21.7,21.7
241.1,496.1,30292,30.1,12.3,47.1,32.4,35.1
209.4,431.7,35425,36.4,8.8,44.7,29.7,24.7
214.5,549.9,34073,34.5,12.1,39.9,23.5,22.1
219.7,437.7,27596,36.1,10,48.2,32,32.5
181.7,474.4,34403,31.5,12.3,44.1,25,26.3
235.8,561.9,34494,38.5,5.5,45.1,25.7,23.4
207.4,493.2,30313,36.2,9,48.8,33.5,34.6
162.6,420.1,35425,33.9,15.2,27.4,13.2,26.9
156,344.4,56309,40.5,14.4,26.7,12,10.7
222.4,372.9,45997,42.1,15.8,34.3,13.7,12.2
196.1,482.6,41302,46.9,7.4,35.2,18.2,17.2
172.8,419.6,38139,41.3,9.5,39.4,20.2,20.2
172.5,382.1,37581,39.5,12.1,40.1,21.8,19.1
211.1,454.5,41462,43.3,7.7,36,17.1,18.4
209.6,500.6,33236,44.8,7.7,51,25.4,19.5
190.4,468.7,39033,45.4,7.4,41.8,23.3,20.1
166.2,459.7,50305,20.2,26.8,20.6,9.9,19.5
189.9,469.6,45431,36.8,13,33.5,17.9,17.8
220.7,460.1,35774,36.7,9,42.3,23.6,21.3
199.3,508.2,43111,44,13.4,33.7,16.6,16.2
180.1,477.4,49384,38.3,14.3,28.1,12.4,14.2
152.7,399.4,44410,36,13.6,41.9,19.7,17.5
170.3,422.7,47705,32,18.1,28.8,13.8,17
197.3,460.8,39017,49.6,9.8,36.5,16.8,16.5
255.8,492.8,32170,31.3,7.2,43.1,26.6,24
182.5,430.1,60970,34.8,16,27.5,13.2,10.5
172.7,400.7,33631,42.4,9.4,44.4,22.3,21.4
166.7,444.2,43049,49.2,9.6,37,17.1,12
146.6,417.7,51831,31.6,17.9,28.5,16.1,11.3
228.4,506.4,43298,43.3,9.1,33.7,16.1,15.7
176.4,492,61598,28.9,21,22.8,10.3,9.1
196.5,459.5,51221,38.7,12.6,28.9,13.3,12.4
168.6,458.6,51885,31.1,21,27.6,13.1,13.3
179.9,481.5,42166,41.4,13.9,31.1,14.4,14
206.8,488,37379,38.4,7.8,40.8,24.7,20.7
194.1,383.9,37173,41.3,9,43.1,25,18.5
179.1,435.4,34987,41.9,9.8,39.6,23.1,21.7
206.3,433.7,41610,40.5,11.4,34.7,15.7,16.8
123.4,319.3,42174,48.9,9,36.5,17.4,18.6
200.1,424.4,34411,39.2,8.4,44.7,25.3,21.6
166.5,317.9,31805,42.4,5.8,43.7,25.3,23
230,424.9,31486,38.6,6.9,46.8,28.1,29.8
180,475.2,51978,34.3,11.7,28.6,16.5,11.8
136.2,453.5494221,50886,37.7,17.4,32.3,12.6,10.4
134,453.5494221,45341,32.7,20,38.8,12.8,12
197.8,453.5494221,60279,28.9,14,25.6,17.9,10.9
150.7,453.5494221,58543,25.6,14.3,22.1,11.4,8.3
156.9,453.5494221,52795,30.3,20.4,28.8,10.5,10.8
155.4,453.5494221,39732,40.1,11.3,38,15.8,16.9
164.2,453.5494221,47709,34.8,11.1,31.1,17.6,12.8
194.7,453.5494221,50525,36.6,13,32.8,14,12.9
162.2,453.5494221,55074,29.6,17.3,29.9,14.4,12.8
122.6,453.5494221,59596,20.9,11.2,27.5,17.8,10.7
127.6,453.5494221,52394,25.9,18.4,28.2,9.5,8.8
178.7,453.5494221,53796,40.6,12.5,31,13,10.3
173,453.5494221,56927,40.7,12.7,29.1,11.9,9.4
165.8,453.5494221,44101,39.4,11.3,41.5,15.8,13.5
146.8,453.5494221,76104,15.2,33.6,18.9,8,6.6
209.6,453.5494221,53484,23.4,10.5,21.4,11.1,12.2
129.4,453.5494221,53378,34.8,14.8,32,13.7,11.2
141.4,453.5494221,46318,26.9,17.9,34.5,13.3,12.8
148.6,453.5494221,53739,29.7,15.5,29.2,11.2,10.9
166.5,453.5494221,65549,30.9,16.4,26.7,10.6,10.9
164.5,453.5494221,44896,32.3,15.6,33,12.6,12.7
219.4,453.5494221,44520,37.2,10.5,32.3,13.7,14.8
129.1,453.5494221,49852,35.5,11.7,33.5,10.7,9.7
182.9,453.5494221,43038,33.4,16.6,29.5,16.5,18
161.2,453.5494221,57878,29.1,19.3,27.8,10.9,8.8
143.8,453.5494221,47723,36.4,14.7,33.4,15.3,11.9
150.8,453.5494221,47901,44.8,11.8,32.6,12.2,11.1
176.2,453.5494221,53903,31.1,16.4,27.2,11.2,11.7
150.2,453.5494221,63924,32.5,16.5,24.5,9.5,9.5
151.3,453.5494221,48645,34,18,27.6,11.3,11.2
208.4,453.5494221,42221,32.1,11.2,36.8,19.2,18
193.4,453.5494221,44774,35.7,10,34.6,11.6,12.5
165.4,453.5494221,55378,32.5,10.6,30.1,15.2,11.1
147.7,453.5494221,54149,41.9,16.8,28,11.6,9.9
183.5,453.5494221,41527,33.6,12.1,35,18.6,17.7
128.7,453.5494221,51923,35.9,15.5,35.5,14.1,10
109.9,453.5494221,44846,34.6,15.2,32.9,17.3,13.5
181.3,453.5494221,52749,40.5,12.8,35.2,14.3,12.9
166.2,453.5494221,38848,36.3,15.1,34.8,13.6,12.9
151.2,453.5494221,52744,32.9,15.2,27.9,11.3,10.4
182.5,453.5494221,47351,28,12.7,32.8,15.2,13.9
171.1,453.5494221,45856,35.3,15.5,33.4,15.5,11.4
153.9,453.5494221,65373,31.2,21.2,23.8,10.7,10
177.9,453.5494221,54701,26.5,18,32.1,15.7,10.3
177.8,453.5494221,44932,30.8,18.6,35.1,12.4,11.8
172.6,453.5494221,46533,28.6,13.8,32.5,15,15.8
154.1,453.5494221,42381,35.1,13.4,36.9,15.4,12.7
173.6,453.5494221,49152,30.5,14,30.5,15,14.7
154.3,453.5494221,46468,17.4,24.1,16.4,6.5,20.2
164.7,453.5494221,48383,36.8,14.1,35.5,15.9,12
114.3,453.5494221,43083,33,12.8,33.5,13.6,12.1
151.9,453.5494221,45443,32.8,13.1,39.3,16,13.3
175.6,453.5494221,48460,33.5,15.2,29.1,14.5,13
160.5,453.5494221,56032,33.4,15.7,24.7,6.3,8.3
171.5,453.5494221,51175,26.8,19.7,28,15.3,14.7
164.4,453.5494221,47381,24.8,8.5,26,17.2,15.7
171.6,453.5494221,52795,31.1,18.7,31.9,14.5,15
143.1,453.5494221,52300,33.8,15.9,37.6,16.1,10.9
161.6,453.5494221,43100,33.3,9.8,36.7,19.8,16.2
157.6,453.5494221,41303,35.3,13,39.1,15.4,13.5
126,453.5494221,45945,28.7,17,36.8,19.8,14.1
127.9,453.5494221,56591,27.4,16.4,23.8,11.3,11.5
148.2,453.5494221,59773,35.6,12.7,25.2,11.8,9.7
170.1,453.5494221,52476,35.9,14.1,30.8,14.5,13.3
154.5,453.5494221,50639,28.9,18.6,24.7,11.3,11.3
177.9,453.5494221,46859,33.2,18.5,26.8,6.1,9.9
150.3,453.5494221,59160,38.9,16.1,25.7,9.3,9.6
175.5,453.5494221,49109,32.9,19.6,26.8,11.2,12
172.4,453.5494221,43264,38,13.2,33.9,13.7,10.8
177.6,453.5494221,53447,29.6,12.5,33.2,12.9,11.5
171.1,453.5494221,39764,36.8,9.9,40,21.3,16.7
293.9,453.5494221,35502,38.8,12.7,38.5,17.5,18.4
221.8,453.5494221,37087,32.9,10.7,35.3,23.6,24.4
200.2,469.7,31558,36.3,9.3,40.9,23.8,26.3
195.1,425.8,39801,36,7.7,36.7,20.2,19
202.2,513.5,54331,38.8,11.4,28.3,12.9,11.3
191.3,460.2,44732,39.4,8,40.8,23.7,16.8
192,502.2,37666,41.5,9,39,22.7,19.5
238.5,564.2,34126,39.2,9.1,46.2,29.7,22.7
223,493.5,24868,35.6,5,57.6,39.6,33.5
175.7,483.6,66939,28.1,20.1,21.8,10.4,8
176.5,490.8,42812,36.7,10.9,35.3,18.3,19.2
198.2,525,40224,35.9,10.3,42.4,23,23.1
179.1,492.9,41538,35,11.8,38.4,21.7,17.5
236.8,639.7,41910,43.4,9.2,37.4,22.3,18.6
232.3,522.1,28647,34.3,5.1,58.1,40.6,33
199.5,490,41547,44,5.1,39.8,21.1,19.2
174,536.2,54924,40.8,9.2,29,13.8,12.3
202.9,460.2,35219,43.3,4.5,43.4,27.6,20.6
224.7,525,42640,44.9,7.7,42.1,24.2,18.2
195.3,501.3,37705,31.6,16.1,30.8,16.2,20.2
198.6,518.7,52349,31,18.2,28.3,14.9,13.2
213.4,534.8,40701,38.2,7.9,43.2,26.7,17
217.3,503.6,43615,44,6.3,39.3,25.2,20.4
232.1,541.3,34991,41.4,7.9,41.7,26,23.9
254.3,501.8,29344,37.4,5.1,44.4,28.9,30.6
183.6,469.2,36736,32.7,10.4,32.7,19.3,21.6
210.6,522.6,49012,35.2,13.8,37.2,20.9,16
266.2,572.1,25215,36.9,5.3,57.3,41.9,38.2
202.4,405.4,39184,27.8,9.6,38.6,25.4,20.9
205.8,474.6,35664,38.8,8.4,43.4,21.1,20.6
160,436,41382,29,13.7,45.5,27.1,19
150.7,407.4,63184,33.7,14.3,26,15.9,10.9
136.5,379.5,40593,29.5,14,41.2,26.6,18.3
125.2,373.1,66846,20.5,34.2,19.1,10.1,8.4
145.4,337.1,31227,24.7,17.9,46.1,32.4,29.9
97.9,358.5,59603,18,39.7,21.7,12.6,9.9
133.8,364,44562,35.1,14.7,45.7,22.7,13.9
87.6,259,68352,17.2,32.3,16.5,8.7,9.7
145,429.1,62380,24.8,18.6,34.4,19.4,9.5
